,Date,tavg,prcp,wdir,wspd,wpgt,pres
728,2020-11-25,8.9,1.2,213.0,11.1,24.1,1012.9
729,2020-11-26,4.5,0.0,15.2,7.2,16.7,1021.1
730,2020-11-27,3.5,0.0,45.2,10.0,20.4,1019.2
731,2020-11-28,7.5,0.0,79.4,10.4,22.2,1018.4
732,2020-11-29,6.0,0.0,25.3,7.3,18.5,1026.2
733,2020-11-30,6.6,0.6,264.0,14.8,35.2,1024.1
734,2020-12-01,4.0,0.0,327.3,15.7,31.5,1025.4
735,2020-12-02,3.3,0.5,270.1,8.6,20.4,1018.2
736,2020-12-03,4.2,11.0,192.4,10.3,27.8,990.3
737,2020-12-04,3.4,4.0,260.3,17.3,35.2,977.3
738,2020-12-05,3.5,0.0,106.6,13.8,27.8,991.5
739,2020-12-06,2.0,0.0,13.5,11.0,25.9,1001.8
740,2020-12-07,1.1,0.7,25.1,6.5,16.7,999.3
741,2020-12-08,1.2,0.1,270.9,6.1,18.5,1003.6
742,2020-12-09,3.7,3.6,231.1,11.2,25.9,1006.0
743,2020-12-10,5.8,1.2,137.3,14.7,27.8,999.4
744,2020-12-11,7.6,6.9,211.1,9.6,27.8,987.3
745,2020-12-12,5.9,1.1,286.7,13.3,33.3,999.1
746,2020-12-13,5.7,8.0,180.1,16.1,37.0,1002.5
747,2020-12-14,9.6,5.1,201.5,18.3,37.0,999.2
748,2020-12-15,7.7,0.1,191.7,12.7,27.8,1005.8
749,2020-12-16,7.9,3.5,167.6,16.8,37.0,1007.4
750,2020-12-17,7.5,0.0,209.5,14.4,33.3,1013.9
751,2020-12-18,10.3,0.6,187.2,23.6,42.6,1010.8
752,2020-12-19,9.2,4.9,194.1,20.2,38.9,1005.4
753,2020-12-20,7.1,0.0,215.4,16.3,37.0,1012.5
754,2020-12-21,10.2,12.1,198.4,20.5,42.6,1007.1
755,2020-12-22,9.9,5.5,232.2,13.2,46.3,1010.9
756,2020-12-23,9.5,19.2,188.3,10.8,29.6,1005.2
757,2020-12-24,3.8,3.3,339.1,24.4,42.6,1020.4
758,2020-12-25,0.8,0.0,305.3,15.1,38.9,1030.5
759,2020-12-26,5.7,0.0,232.6,23.2,64.8,1016.2
760,2020-12-27,5.6,10.4,234.4,23.4,70.4,977.5
761,2020-12-28,1.5,0.0,68.3,9.1,25.9,974.4
762,2020-12-29,1.2,0.2,310.3,11.4,24.1,989.8
763,2020-12-30,1.1,0.0,287.2,9.3,22.2,1002.5
764,2020-12-31,-0.8,0.0,322.2,8.5,22.2,1005.6
765,2021-01-01,-0.4,0.5,304.7,9.2,20.4,1011.8
766,2021-01-02,1.2,0.1,338.2,11.2,24.1,1016.2
767,2021-01-03,1.2,0.3,17.7,13.7,29.6,1017.7
768,2021-01-04,1.8,2.6,24.3,20.4,38.9,1019.8
769,2021-01-05,1.1,2.4,13.6,19.2,35.2,1020.4
770,2021-01-06,1.4,2.2,8.1,13.6,29.6,1019.9
771,2021-01-07,-1.3,0.0,305.2,10.1,22.2,1018.7
772,2021-01-08,-0.9,0.0,327.7,6.8,18.5,1018.8
773,2021-01-09,-0.6,0.0,349.9,7.2,18.5,1026.3
774,2021-01-10,0.2,0.0,260.1,9.1,20.4,1026.1
775,2021-01-11,4.1,0.7,248.1,20.1,40.8,1018.0
776,2021-01-12,5.5,5.0,304.3,15.7,44.5,1014.0
777,2021-01-13,3.8,4.1,260.8,8.8,20.4,1018.7
778,2021-01-14,4.2,20.5,86.1,13.9,33.3,1017.0
779,2021-01-15,0.5,0.0,18.2,8.3,24.1,1029.8
780,2021-01-16,3.6,6.7,218.2,16.4,35.2,1020.1
781,2021-01-17,3.7,0.0,290.1,15.6,33.3,1023.4
782,2021-01-18,4.1,2.7,230.2,14.4,35.2,1021.1
783,2021-01-19,9.5,6.4,229.6,28.2,48.2,1003.9
784,2021-01-20,9.5,10.0,202.9,30.2,53.7,988.0
785,2021-01-21,5.3,1.3,239.0,24.0,55.5,984.6
786,2021-01-22,2.5,1.3,238.8,10.2,24.1,992.1
787,2021-01-23,0.6,0.0,278.3,10.0,25.9,995.5
788,2021-01-24,-1.0,7.7,75.1,11.7,31.5,996.9
789,2021-01-25,-0.3,0.0,299.7,15.1,31.5,1009.5
790,2021-01-26,1.4,4.6,205.8,12.5,29.6,1015.5
791,2021-01-27,7.1,3.0,243.0,10.0,24.1,1011.0
792,2021-01-28,10.1,8.9,235.1,18.9,46.3,1002.0
793,2021-01-29,8.6,8.2,264.4,20.8,42.6,998.1
794,2021-01-30,4.1,12.4,84.4,19.6,42.6,997.6
795,2021-01-31,1.6,1.7,72.6,15.7,35.2,998.7
796,2021-02-01,2.9,0.8,21.2,10.9,25.9,996.9
797,2021-02-02,8.4,6.9,202.9,17.2,35.2,995.2
798,2021-02-03,7.3,4.0,240.6,13.7,33.3,996.8
799,2021-02-04,5.7,5.6,166.8,11.1,24.1,1008.7
800,2021-02-05,6.5,0.2,185.1,8.9,20.4,1008.4
801,2021-02-06,4.3,8.9,44.6,10.9,33.3,1006.8
802,2021-02-07,-0.0,5.0,16.3,26.2,48.2,1004.5
803,2021-02-08,-2.3,1.9,28.1,21.2,38.9,1003.9
804,2021-02-09,-2.9,0.1,46.3,14.3,29.6,1007.3
805,2021-02-10,-3.2,0.0,28.8,12.9,25.9,1015.9
806,2021-02-11,-3.8,0.0,89.8,11.6,27.8,1027.1
807,2021-02-12,-3.3,0.0,89.8,16.9,35.2,1030.5
808,2021-02-13,-3.7,0.0,122.7,17.4,35.2,1032.8
809,2021-02-14,0.5,2.6,154.8,20.4,37.0,1025.7
810,2021-02-15,7.6,3.1,198.9,15.3,31.5,1018.2
811,2021-02-16,8.3,3.1,209.6,18.1,35.2,1010.4
812,2021-02-17,8.6,3.5,203.5,21.4,38.9,1009.8
813,2021-02-18,7.4,2.7,212.0,20.2,40.8,1004.0
814,2021-02-19,7.5,0.8,183.4,19.4,38.9,1008.1
815,2021-02-20,11.1,0.0,177.8,21.8,42.6,1003.3
816,2021-02-21,10.7,0.5,164.0,12.0,29.6,1008.2
817,2021-02-22,8.9,1.0,192.7,9.6,24.1,1014.7
818,2021-02-23,9.1,0.0,186.5,19.9,44.5,1023.0
819,2021-02-24,11.6,0.0,195.7,20.7,38.9,1022.5
820,2021-02-25,8.8,0.3,265.1,11.0,29.6,1026.6
821,2021-02-26,5.2,0.0,296.0,7.3,20.4,1037.2
822,2021-02-27,5.9,0.0,15.2,7.3,18.5,1041.0
823,2021-02-28,5.3,0.0,59.8,11.6,25.9,1037.4
824,2021-03-01,5.4,0.0,66.8,13.9,27.8,1032.1
825,2021-03-02,5.4,0.0,54.7,10.2,22.2,1029.8
826,2021-03-03,6.1,1.4,95.3,7.5,16.7,1027.4
827,2021-03-04,4.5,3.2,19.6,13.0,25.9,1025.1
828,2021-03-05,2.5,0.0,32.7,13.7,29.6,1031.7
829,2021-03-06,1.8,0.0,48.2,9.0,22.2,1034.0
830,2021-03-07,1.5,0.0,0.1,7.4,18.5,1027.9
831,2021-03-08,3.4,0.0,263.3,7.7,20.4,1023.9
832,2021-03-09,5.7,0.0,259.3,11.8,27.8,1020.2
833,2021-03-10,7.1,9.7,205.0,27.2,59.3,1007.6
834,2021-03-11,8.4,2.0,247.8,37.0,66.7,995.9
835,2021-03-12,6.4,3.1,240.4,27.9,57.4,1001.8
836,2021-03-13,6.0,5.8,258.4,31.9,63.0,995.4
837,2021-03-14,6.2,0.8,280.4,24.2,44.5,1012.4
838,2021-03-15,7.9,0.0,313.1,17.4,37.0,1020.3
839,2021-03-16,8.3,1.0,310.2,16.0,37.0,1027.4
840,2021-03-17,6.0,0.0,343.2,14.1,27.8,1033.0
841,2021-03-18,5.6,2.9,346.3,15.5,31.5,1028.8
842,2021-03-19,6.3,0.4,29.3,15.8,31.5,1028.1
843,2021-03-20,5.5,0.0,332.9,8.9,22.2,1031.4
844,2021-03-21,7.2,0.0,6.3,13.1,29.6,1028.6
845,2021-03-22,7.0,0.0,254.9,8.2,22.2,1026.6
846,2021-03-23,6.7,0.0,216.7,12.5,31.5,1024.0
847,2021-03-24,7.3,0.0,219.8,12.1,29.6,1020.8
848,2021-03-25,7.5,0.0,221.9,15.6,37.0,1018.2
849,2021-03-26,7.8,3.0,218.8,21.9,44.5,1010.9
850,2021-03-27,6.4,0.0,248.9,22.4,42.6,1020.0
851,2021-03-28,10.6,0.0,,,,
852,2021-03-29,11.4,0.0,218.9,19.7,38.9,1026.4
853,2021-03-30,12.4,0.0,160.2,9.3,22.2,1027.7
854,2021-03-31,14.4,0.0,172.5,8.7,22.2,1020.9
855,2021-04-01,10.0,0.0,46.7,16.8,33.3,1024.3
856,2021-04-02,5.6,0.0,33.8,18.8,35.2,1029.8
857,2021-04-03,5.4,0.0,21.2,17.8,33.3,1032.0
858,2021-04-04,6.8,0.0,295.8,11.1,27.8,1025.9
859,2021-04-05,4.9,0.0,318.6,20.7,42.6,1018.0
860,2021-04-06,1.6,0.0,314.2,16.4,40.8,1020.8
861,2021-04-07,2.0,0.0,293.4,13.4,31.5,1023.8
862,2021-04-08,5.1,0.0,231.2,14.6,35.2,1021.8
863,2021-04-09,6.9,0.6,257.4,12.0,27.8,1013.8
864,2021-04-10,4.5,1.7,38.3,14.6,33.3,1013.5
865,2021-04-11,3.1,0.2,349.1,14.4,29.6,1019.2
866,2021-04-12,3.2,0.0,289.4,8.3,22.2,1028.5
867,2021-04-13,4.8,0.0,245.4,7.2,22.2,1032.7
868,2021-04-14,5.5,0.0,53.3,9.0,27.8,1032.9
869,2021-04-15,3.9,0.8,28.5,12.6,31.5,1033.5
870,2021-04-16,4.6,0.0,42.3,9.3,22.2,1031.6
871,2021-04-17,5.8,0.0,43.3,9.5,24.1,1029.6
872,2021-04-18,6.9,0.0,36.9,6.9,20.4,1025.7
873,2021-04-19,8.8,0.0,99.2,6.9,20.4,1021.8
874,2021-04-20,9.7,0.0,92.1,6.5,18.5,1018.3
875,2021-04-21,8.8,0.0,59.0,13.2,33.3,1020.9
876,2021-04-22,6.6,0.0,75.2,13.1,27.8,1027.2
877,2021-04-23,7.9,0.0,93.7,13.9,33.3,1028.9
878,2021-04-24,8.9,0.0,80.4,15.1,33.3,1027.9
879,2021-04-25,6.9,0.0,60.1,18.3,37.0,1028.7
880,2021-04-26,6.4,0.0,60.5,14.7,29.6,1022.0
881,2021-04-27,7.8,0.0,111.9,6.8,18.5,1011.1
882,2021-04-28,7.4,5.0,43.2,15.7,33.3,1006.4
883,2021-04-29,6.4,0.3,355.5,14.6,29.6,1011.3
884,2021-04-30,6.2,0.5,359.3,7.8,20.4,1015.2
885,2021-05-01,6.4,0.6,5.5,8.6,24.1,1016.5
886,2021-05-02,7.2,0.2,291.5,7.5,24.1,1020.3
887,2021-05-03,7.8,5.5,219.8,23.4,59.3,1013.2
888,2021-05-04,9.3,1.2,270.0,32.5,61.1,999.4
889,2021-05-05,6.7,1.7,278.9,14.2,29.6,1008.3
890,2021-05-06,6.2,0.7,265.9,9.7,27.8,1007.2
891,2021-05-07,7.7,0.0,262.3,13.7,29.6,1015.1
892,2021-05-08,10.6,12.2,181.1,19.9,46.3,1006.3
893,2021-05-09,14.8,1.7,193.1,17.7,37.0,997.7
894,2021-05-10,12.5,0.3,207.6,18.5,48.2,1000.2
895,2021-05-11,10.8,1.2,177.6,12.5,33.3,1007.3
896,2021-05-12,11.3,0.0,188.4,13.4,27.8,1008.7
897,2021-05-13,10.4,4.5,88.3,12.0,27.8,1006.3
898,2021-05-14,9.5,0.2,29.0,11.9,25.9,1008.9
899,2021-05-15,9.5,5.2,184.5,9.8,22.2,1001.4
900,2021-05-16,10.1,5.7,216.7,12.0,29.6,998.3
901,2021-05-17,10.7,8.3,294.9,12.5,27.8,1004.6
902,2021-05-18,10.1,2.1,255.0,12.1,29.6,1013.0
903,2021-05-19,10.4,2.9,287.3,12.5,31.5,1017.4
904,2021-05-20,9.7,1.1,207.0,19.8,55.5,1013.8
905,2021-05-21,10.6,4.6,231.5,36.7,68.5,997.0
906,2021-05-22,10.2,5.0,278.2,16.7,38.9,1002.4
907,2021-05-23,9.0,4.9,216.1,19.1,42.6,1008.5
908,2021-05-24,9.4,9.0,224.5,15.1,33.3,1003.1
909,2021-05-25,9.7,0.3,274.1,18.6,42.6,1013.1
910,2021-05-26,9.8,0.0,297.2,13.5,31.5,1014.6
911,2021-05-27,12.5,0.0,277.5,8.4,20.4,1020.2
912,2021-05-28,13.6,0.0,132.7,8.1,20.4,1023.4
913,2021-05-29,13.8,0.0,74.1,10.6,25.9,1026.8
914,2021-05-30,12.6,0.0,63.3,12.1,27.8,1027.8
915,2021-05-31,15.1,0.0,82.5,12.4,31.5,1021.9
916,2021-06-01,17.3,0.0,87.3,14.3,35.2,1015.8
917,2021-06-02,18.2,0.0,98.4,13.0,29.6,1013.1
918,2021-06-03,18.5,0.0,239.8,11.4,27.8,1018.1
919,2021-06-04,14.0,4.5,344.4,12.1,25.9,1022.6
920,2021-06-05,15.6,0.0,304.7,9.8,24.1,1024.3
921,2021-06-06,15.9,0.0,239.0,8.3,20.4,1024.6
922,2021-06-07,17.2,0.0,201.8,9.0,24.1,1023.9
923,2021-06-08,17.0,0.0,248.4,9.0,24.1,1023.4
924,2021-06-09,17.5,0.0,235.3,12.5,31.5,1021.8
925,2021-06-10,18.0,0.0,238.3,13.8,31.5,1020.6
926,2021-06-11,18.5,0.0,246.0,16.1,35.2,1019.5
927,2021-06-12,17.4,0.0,311.0,11.9,25.9,1022.9
928,2021-06-13,19.2,0.0,235.0,8.4,24.1,1026.1
929,2021-06-14,20.5,0.0,269.9,11.7,27.8,1020.8
930,2021-06-15,17.9,0.0,66.9,12.1,27.8,1020.7
931,2021-06-16,20.2,3.7,177.4,10.8,27.8,1012.4
932,2021-06-17,19.0,15.5,6.7,10.1,25.9,1009.8
933,2021-06-18,14.7,24.1,13.5,19.0,37.0,1012.6
934,2021-06-19,13.7,4.4,39.6,11.1,27.8,1014.1
935,2021-06-20,14.5,4.5,53.9,11.6,27.8,1008.8
936,2021-06-21,11.4,10.1,33.9,19.3,37.0,1012.4
937,2021-06-22,11.6,5.1,19.3,19.4,37.0,1020.2
938,2021-06-23,13.0,0.0,14.5,9.7,24.1,1023.7
939,2021-06-24,15.0,0.1,264.0,8.8,24.1,1021.8
940,2021-06-25,15.0,9.5,240.4,11.0,22.2,1016.1
941,2021-06-26,15.6,0.0,84.2,10.1,25.9,1017.5
942,2021-06-27,16.2,6.4,50.8,16.6,31.5,1015.6
943,2021-06-28,16.6,8.1,36.0,11.7,25.9,1014.3
944,2021-06-29,14.6,1.8,13.0,14.8,29.6,1015.2
945,2021-06-30,13.7,0.0,331.7,11.4,24.1,1017.2
946,2021-07-01,15.2,0.0,317.3,8.6,22.2,1018.0
947,2021-07-02,17.6,0.0,187.3,8.1,22.2,1016.2
948,2021-07-03,17.4,2.7,182.9,12.5,31.5,1012.0
949,2021-07-04,16.0,7.4,202.9,12.9,27.8,1008.1
950,2021-07-05,15.7,4.3,211.6,14.5,31.5,1005.4
951,2021-07-06,15.2,9.8,213.8,20.2,48.2,999.8
952,2021-07-07,15.6,2.2,210.5,17.1,35.2,1010.8
953,2021-07-08,16.4,0.0,223.9,10.7,24.1,1019.0
954,2021-07-09,17.0,0.0,234.3,9.7,24.1,1020.9
955,2021-07-10,14.9,4.5,207.6,7.0,16.7,1016.7
956,2021-07-11,15.8,1.1,196.3,9.0,24.1,1015.2
957,2021-07-12,16.0,17.5,59.0,8.6,18.5,1011.2
958,2021-07-13,17.2,0.0,351.6,14.3,31.5,1014.2
959,2021-07-14,17.7,0.0,328.2,15.9,35.2,1017.9
960,2021-07-15,17.5,0.0,345.3,17.0,37.0,1022.0
961,2021-07-16,17.5,0.0,2.6,14.0,33.3,1026.7
962,2021-07-17,19.9,0.0,29.4,11.8,24.1,1028.2
963,2021-07-18,22.5,0.0,308.3,7.8,24.1,1025.0
964,2021-07-19,22.4,0.0,182.9,8.4,24.1,1021.5
965,2021-07-20,22.0,0.0,148.6,8.2,24.1,1020.2
966,2021-07-21,22.0,0.0,85.8,8.6,24.1,1022.5
967,2021-07-22,21.1,0.0,94.4,9.4,27.8,1023.1
968,2021-07-23,18.2,0.0,78.5,14.5,37.0,1017.6
969,2021-07-24,17.7,2.0,72.8,14.6,31.5,1008.9
970,2021-07-25,17.4,10.6,22.0,11.9,25.9,1007.7
971,2021-07-26,18.7,1.0,292.2,9.7,24.1,1009.8
972,2021-07-27,17.2,3.5,215.9,11.7,25.9,1008.6
973,2021-07-28,16.0,3.5,239.5,19.5,44.5,1007.0
974,2021-07-29,15.7,0.0,245.4,19.8,42.6,1009.6
975,2021-07-30,15.6,6.8,214.5,21.8,53.7,1003.5
976,2021-07-31,15.6,3.9,268.2,14.4,29.6,1008.7
977,2021-08-01,15.3,4.0,310.4,9.6,22.2,1011.0
978,2021-08-02,14.8,1.5,86.7,8.1,20.4,1014.8
979,2021-08-03,15.2,0.0,130.3,8.7,24.1,1013.5
980,2021-08-04,15.8,0.0,119.0,7.6,22.2,1013.2
981,2021-08-05,16.0,4.0,181.1,14.4,37.0,1005.5
982,2021-08-06,16.8,5.7,225.2,20.1,48.2,998.2
983,2021-08-07,15.1,8.0,213.7,16.4,35.2,997.8
984,2021-08-08,15.2,4.1,237.3,21.3,44.5,1004.7
985,2021-08-09,15.1,8.8,225.0,14.8,35.2,1011.4
986,2021-08-10,16.7,0.0,243.9,12.4,27.8,1015.1
987,2021-08-11,16.8,0.0,231.8,12.8,29.6,1018.1
988,2021-08-12,17.9,0.0,219.4,14.2,33.3,1018.3
989,2021-08-13,16.6,0.0,237.9,16.2,38.9,1020.6
990,2021-08-14,17.5,0.0,231.4,14.3,31.5,1020.0
991,2021-08-15,17.4,0.0,239.1,15.9,38.9,1013.6
992,2021-08-16,14.8,0.0,300.3,17.5,38.9,1016.2
993,2021-08-17,14.2,1.1,272.9,14.8,35.2,1019.6
994,2021-08-18,16.7,0.0,277.5,15.5,33.3,1017.2
995,2021-08-19,15.9,1.2,253.8,13.3,27.8,1014.3
996,2021-08-20,17.3,0.0,240.5,10.5,24.1,1015.8
997,2021-08-21,16.6,5.1,176.5,9.3,22.2,1015.7
998,2021-08-22,16.9,4.9,306.3,13.9,33.3,1018.4
999,2021-08-23,16.1,0.0,13.2,14.4,31.5,1027.5
1000,2021-08-24,15.6,0.0,37.2,15.4,33.3,1029.7
1001,2021-08-25,15.7,0.0,21.5,13.6,27.8,1026.1
1002,2021-08-26,15.0,0.0,354.3,17.1,35.2,1022.4
1003,2021-08-27,14.1,0.0,1.1,13.6,27.8,1023.4
1004,2021-08-28,14.3,0.0,7.0,15.4,35.2,1026.0
1005,2021-08-29,14.1,0.0,2.7,13.1,31.5,1025.5
1006,2021-08-30,14.5,0.0,11.2,17.8,35.2,1025.8
1007,2021-08-31,14.7,0.0,17.8,16.6,33.3,1029.1
1008,2021-09-01,14.3,0.0,21.0,14.7,29.6,1030.9
1009,2021-09-02,15.0,0.0,33.2,15.5,31.5,1028.0
1010,2021-09-03,15.6,0.0,55.3,11.8,25.9,1022.2
1011,2021-09-04,15.5,0.0,60.1,11.9,24.1,1019.1
1012,2021-09-05,17.5,0.0,80.0,10.7,22.2,1020.8
1013,2021-09-06,19.5,0.0,114.8,7.3,18.5,1023.2
1014,2021-09-07,21.4,0.0,123.3,9.8,27.8,1021.3
1015,2021-09-08,20.9,0.0,100.2,12.3,33.3,1013.4
1016,2021-09-09,18.5,0.8,201.7,12.0,29.6,1008.7
1017,2021-09-10,17.9,4.5,213.1,12.9,31.5,1010.1
1018,2021-09-11,17.2,0.0,254.8,14.6,33.3,1016.0
1019,2021-09-12,15.4,0.0,318.6,8.1,18.5,1018.8
1020,2021-09-13,15.5,0.0,86.1,11.2,27.8,1017.9
1021,2021-09-14,16.0,10.4,90.6,10.1,24.1,1011.8
1022,2021-09-15,15.7,0.0,327.3,11.0,25.9,1014.2
1023,2021-09-16,15.9,0.0,242.5,8.9,24.1,1017.4
1024,2021-09-17,15.9,0.0,196.3,10.7,27.8,1014.8
1025,2021-09-18,17.1,0.0,128.5,7.9,24.1,1014.2
1026,2021-09-19,15.4,4.0,343.5,7.2,20.4,1014.4
1027,2021-09-20,14.4,0.6,343.7,13.9,31.5,1022.2
1028,2021-09-21,14.6,0.0,303.0,6.5,18.5,1030.1
1029,2021-09-22,15.1,0.0,236.8,10.1,29.6,1027.7
1030,2021-09-23,15.3,0.0,257.3,14.4,37.0,1020.5
1031,2021-09-24,16.3,0.0,247.8,13.4,33.3,1016.3
1032,2021-09-25,17.0,0.0,213.4,8.4,18.5,1014.4
1033,2021-09-26,16.7,0.0,194.7,11.5,31.5,1011.8
1034,2021-09-27,15.2,7.4,219.6,20.7,51.8,1010.5
1035,2021-09-28,12.3,10.3,198.3,15.2,35.2,1016.4
1036,2021-09-29,10.7,4.3,278.5,19.1,48.2,1018.5
1037,2021-09-30,11.5,0.9,215.0,19.2,48.2,1020.7
1038,2021-10-01,14.0,4.8,233.9,19.3,44.5,1010.2
1039,2021-10-02,11.2,17.6,185.2,15.8,42.6,999.9
1040,2021-10-03,11.8,2.0,232.8,17.5,48.2,997.4
1041,2021-10-04,12.1,0.3,204.8,16.9,38.9,1008.2
1042,2021-10-05,12.2,11.7,246.0,25.1,57.4,1002.0
1043,2021-10-06,11.4,0.0,279.2,22.1,48.2,1017.6
1044,2021-10-07,14.5,0.0,214.1,9.0,24.1,1025.8
1045,2021-10-08,15.0,0.0,168.4,5.8,14.8,1029.6
1046,2021-10-09,12.6,0.0,45.4,5.7,16.7,1028.7
1047,2021-10-10,12.6,0.0,335.8,9.3,25.9,1029.3
1048,2021-10-11,10.2,0.0,315.3,10.1,24.1,1030.5
1049,2021-10-12,10.2,0.0,314.2,11.6,29.6,1026.1
1050,2021-10-13,10.7,0.0,276.4,7.2,22.2,1027.7
1051,2021-10-14,11.5,0.0,243.0,12.6,35.2,1024.1
1052,2021-10-15,11.1,0.0,346.2,9.8,25.9,1020.5
1053,2021-10-16,10.7,0.0,167.7,7.1,20.4,1020.7
1054,2021-10-17,11.9,0.4,183.9,10.4,25.9,1017.5
1055,2021-10-18,13.0,2.9,181.1,12.6,31.5,1016.4
1056,2021-10-19,17.2,1.0,215.0,21.5,51.8,1012.1
1057,2021-10-20,14.9,20.0,225.6,21.0,48.2,1000.1
1058,2021-10-21,8.7,8.5,299.8,19.9,46.3,1006.5
1059,2021-10-22,7.8,0.0,267.9,14.4,40.8,1020.7
1060,2021-10-23,8.1,0.0,209.6,9.3,25.9,1024.9
1061,2021-10-24,10.9,0.0,183.5,13.1,33.3,1018.4
1062,2021-10-25,11.1,0.0,223.7,11.9,31.5,1015.2
1063,2021-10-26,11.5,0.0,223.6,14.7,38.9,1017.9
1064,2021-10-27,14.0,0.0,215.0,20.8,48.2,1018.0
1065,2021-10-28,12.9,0.0,186.5,17.9,37.0,1009.4
1066,2021-10-29,12.5,4.8,192.2,19.9,46.3,999.0
1067,2021-10-30,10.7,2.9,195.0,13.7,33.3,997.4
1068,2021-10-31,10.4,10.2,192.3,21.2,51.8,994.1
1069,2021-11-01,9.2,0.0,230.7,18.1,42.6,994.4
1070,2021-11-02,6.0,0.0,267.1,6.5,16.7,999.0
1071,2021-11-03,5.3,0.0,330.6,11.0,27.8,1004.4
1072,2021-11-04,5.6,0.0,330.2,19.7,42.6,1014.5
1073,2021-11-05,4.9,0.0,271.3,10.0,22.2,1026.1
1074,2021-11-06,9.2,0.0,239.4,18.5,44.5,1024.9
1075,2021-11-07,8.5,0.0,285.1,16.9,42.6,1021.3
1076,2021-11-08,7.5,0.0,235.7,9.3,20.4,1023.7
1077,2021-11-09,11.4,0.0,217.4,11.4,27.8,1023.3
1078,2021-11-10,11.2,0.0,222.2,8.7,20.4,1023.0
1079,2021-11-11,10.4,0.0,206.1,8.6,20.4,1022.8
1080,2021-11-12,10.9,1.4,212.4,18.3,37.0,1012.1
1081,2021-11-13,10.2,0.0,305.7,15.5,31.5,1015.4
1082,2021-11-14,9.2,0.0,9.0,12.1,25.9,1024.0
1083,2021-11-15,7.8,0.0,6.5,6.1,16.7,1027.2
1084,2021-11-16,7.1,0.0,243.5,7.0,18.5,1023.0
1085,2021-11-17,7.3,0.0,268.2,10.4,24.1,1023.9
1086,2021-11-18,8.8,0.0,246.7,12.7,27.8,1028.9
1087,2021-11-19,10.3,0.0,243.4,9.9,22.2,1030.5
1088,2021-11-20,8.9,0.0,244.7,8.4,20.4,1024.2
1089,2021-11-21,4.9,0.0,340.9,18.1,40.8,1019.6
1090,2021-11-22,4.3,0.0,6.9,15.4,31.5,1029.8
1091,2021-11-23,3.7,0.0,356.0,7.7,20.4,1032.0
